V	Current	
5.88	6.00631E-4
5.89	6.08673E-4
5.9	6.16809E-4
5.91	6.25039E-4
5.92	6.33365E-4
5.93	6.41787E-4
5.94	6.50306E-4
5.95	6.58923E-4
5.96	6.6764E-4
5.97	6.76456E-4
5.98	6.85372E-4
5.99	6.9439E-4
6	7.03511E-4
