
-3.6025	-0.00369
-3.55247	-0.00258
-3.50244	-9.09448E-4
-3.45238	-0.00258
-3.40235	-0.00369
-3.35231	-0.00369
-3.30228	-0.00425
-3.25225	-0.00202
-3.20222	-3.49778E-4
-3.15218	-0.00146
-3.10215	-0.00258
-3.05212	-0.00258
-3.00209	-0.0048
-2.95205	-0.00314
-2.90202	-0.00258
-2.85196	-9.09448E-4
-2.80193	9.5005E-4
-2.7519	-0.00202
-2.70187	-9.09448E-4
-2.65183	-9.09448E-4
-2.6018	-0.00146
-2.55177	-0.00314
-2.50174	-0.00314
-2.4517	-9.09448E-4
-2.40167	-0.00202
-2.35164	-0.00369
-2.30161	-0.00369
-2.25157	-0.00258
-2.20151	-0.00369
-2.15148	-0.00258
-2.10145	-0.00425
-2.05142	-0.0048
-2.00138	-0.00537
-1.95135	-0.00369
-1.90132	-0.00648
-1.85129	-0.00703
-1.80125	-0.00648
-1.75122	-0.00648
-1.70119	-0.00815
-1.65116	-0.01149
-1.6011	-0.01372
-1.55107	-0.02097
-1.50103	-0.02542
-1.451	-0.03099
-1.40097	-0.04437
-1.35094	-0.06164
-1.3009	-0.08727
-1.25087	-0.11457
-1.20084	-0.14522
-1.1508	-0.1898
-1.10077	-0.23716
-1.05074	-0.30069
-1.00071	-0.36365
-0.95065	-0.4294
-0.90062	-0.48568
-0.85058	-0.54196
-0.80055	-0.57818
-0.75052	-0.58431
-0.70049	-0.56592
-0.65045	-0.50073
-0.60042	-0.39876
-0.55039	-0.25444
-0.50036	-0.09341
-0.45032	0.12903
-0.40029	0.34297
-0.35023	0.55275
-0.3002	0.72583
-0.25017	0.86707
-0.20013	0.95015
-0.1501	0.99308
-0.10007	1
-0.05004	0.96954
-4.6E-6	0.92523
0.05003	0.85599
0.10006	0.78122
0.15009	0.6926
0.20013	0.60952
0.25016	0.51813
0.30022	0.43366
0.35025	0.3492
0.40028	0.28066
0.45031	0.20935
0.50035	0.15811
0.55038	0.10619
0.60041	0.06603
0.65044	0.0231
0.70048	-0.00806
0.75051	-0.03716
0.80054	-0.05587
0.85057	-0.07181
0.90063	-0.07805
0.95067	-0.07943
1.0007	-0.07805
1.05073	-0.0822
1.10076	-0.08983
1.1508	-0.1023
1.20083	-0.11962
1.25086	-0.14387
1.30089	-0.16258
1.35093	-0.18129
1.40096	-0.19307
1.45099	-0.19861
1.50102	-0.19514
1.55108	-0.18822
1.60111	-0.17505
1.65115	-0.15842
1.70118	-0.14248
1.75121	-0.12932
1.80124	-0.11893
1.85128	-0.11061
1.90131	-0.09952
1.95134	-0.09883
2.00137	-0.09813
2.05141	-0.09606
2.10144	-0.09675
2.1515	-0.09883
2.20153	-0.10021
2.25156	-0.10784
2.3016	-0.11268
2.35163	-0.11546
2.40166	-0.11893
2.45169	-0.11962
2.50173	-0.11685
2.55176	-0.11199
2.60179	-0.10021
2.65182	-0.08635
2.70186	-0.07458
2.75189	-0.06141
2.80195	-0.04617
2.85198	-0.03716
2.90201	-0.03162
2.95204	-0.02676
3.00208	-0.02469
3.05211	-0.03162
3.10214	-0.0434
3.15218	-0.05309
3.20221	-0.06349
3.25224	-0.06973
3.30227	-0.07388
3.35231	-0.0725
3.40236	-0.07181
3.4524	-0.0628
3.50243	-0.05309
3.55246	-0.04062
3.60249	-0.03093
3.65253	-0.02815
3.70256	-0.02815
3.75259	-0.033
3.80262	-0.03785
3.85266	-0.04478
3.90269	-0.04825
3.95272	-0.04963
4.00275	-0.05102
4.05281	-0.04825
4.10285	-0.04409
4.15288	-0.03508
4.20291	-0.02884
4.25294	-0.01984
4.30298	-0.0136
4.35301	-0.00875
4.40304	-0.0039
4.45307	0.00233
4.50311	0.00718
4.55314	0.01064
4.60317	0.01549
4.65323	0.01272
4.70326	0.01064
4.75329	0.00787
4.80333	0.0058
4.85336	-4.3497E-4
4.90339	-0.00528
4.95342	-0.01429
5.00346	-0.01984
5.05349	-0.02953
5.10352	-0.03439
5.15355	-0.03785
5.20359	-0.03785
5.25362	-0.03647
5.30368	-0.03508
5.35371	-0.03647
5.40374	-0.03439
5.45378	-0.02953
5.50381	-0.02607
5.55384	-0.01984
5.60387	-0.01429
5.65391	-0.00875
5.70394	-0.00528
5.75397	2.57723E-4
5.804	0.00303
5.85404	9.5005E-4
5.90409	0.00233
5.95413	2.57723E-4
6.00416	9.5005E-4
6.05419	-4.3497E-4
6.10422	-4.3497E-4
6.15426	0.00164
6.20429	0.00164
6.25432	0.00857
6.30435	0.01134
6.35439	0.01272
6.40442	0.01341
6.45445	0.0141
6.50449	0.01272
6.55454	0.00718
