Time	Electric field
-5.00000033333336	-5.70619840474156E-4
-4.98000033333332	-7.55739651108697E-4
-4.96000033333334	-0.00131109846185701
-4.94000033333336	-0.00223669813618502
-4.92000033333332	-0.00205157521977394
-4.90000033333334	-9.40859461743238E-4
-4.88000033333333	-0.00149621889364686
-4.86000033333335	-0.00149621889364686
-4.84000033333334	-0.00149621889364686
-4.82000033333335	-0.00223669813618502
-4.80000033333334	-0.00131109846185701
-4.78000033333331	-0.00131109846185701
-4.76000033333335	-0.00131109846185701
-4.74000033333334	-7.55739651108697E-4
-4.72000033333336	-0.00131109846185701
-4.70000033333335	-0.00112597989353309
-4.68000033333331	-0.00112597989353309
-4.66000033333333	-0.00186645851491594
-4.64000033333335	-0.00149621889364686
-4.62000033333337	-0.00112597989353309
-4.60000033333333	-5.70619840474156E-4
-4.58000033333335	-3.85499408684307E-4
-4.56000033333333	-0.00131109846185701
-4.54000033333335	-0.00168134181005794
-4.52000033333334	-9.40859461743238E-4
-4.50000033333333	-7.55739651108697E-4
-4.48000033333335	-7.55739651108697E-4
-4.46000033333334	-0.00112597989353309
-4.44000033333336	-0.00112597989353309
-4.42000033333335	-0.00131109846185701
-4.40000033333334	-0.00112597989353309
-4.38000033333336	-2.00380840360382E-4
-4.36000033333332	-7.55739651108697E-4
-4.34000033333334	-5.70619840474156E-4
-4.32000033333335	-0.00112597989353309
-4.30000033333334	-0.00205157521977394
-4.28000033333333	-0.00186645851491594
-4.26000033333332	-0.00131109846185701
-4.24000033333334	-5.70619840474156E-4
-4.22000033333333	-0.00112597989353309
-4.20000033333335	-0.00149621889364686
-4.18000033333334	-0.00131109846185701
-4.16000033333333	-0.00149621889364686
-4.14000033333335	-0.00168134181005794
-4.12000033333334	-0.00297717737872319
-4.10000033333333	-0.00279205446231211
-4.08000033333335	-0.00186645851491594
-4.06000033333333	-0.00168134181005794
-4.04000033333332	-0.00186645851491594
-4.02000033333337	-0.00242182105259611
-4.00000033333333	-0.00242182105259611
-3.98000033333332	-0.00205157521977394
-3.96000033333334	-0.00260693775745411
-3.94000033333333	-0.00297717737872319
-3.92000033333335	-0.00334741078843919
-3.90000033333334	-0.00242182105259611
-3.88000033333336	-0.00279205446231211
-3.86000033333332	-0.00390277953767243
-3.84000033333334	-0.00371766283281443
-3.82000033333335	-0.00260693775745411
-3.80000033333332	-0.00316229408358119
-3.78000033333336	-0.00371766283281443
-3.76000033333332	-0.00242182105259611
-3.74000033333331	-0.00223669813618502
-3.72000033333336	-0.00279205446231211
-3.70000033333332	-0.00334741078843919
-3.68000033333337	-0.00316229408358119
-3.66000033333333	-0.00242182105259611
-3.64000033333338	-0.00242182105259611
-3.62000033333331	-0.00205157521977394
-3.60000033333336	-0.00223669813618502
-3.58000033333337	-0.00223669813618502
-3.56000033333331	-0.00131109846185701
-3.54000033333335	1.69862507840548E-4
-3.52000033333331	-2.00380840360382E-4
-3.50000033333336	0.00109545845523671
-3.48000033333335	0.0014656980765058
-3.46000033333331	0.0016508147813638
-3.44000033333336	0.00239130023545504
-3.42000033333332	0.00239130023545504
-3.40000033333337	0.00239130023545504
-3.38000033333336	0.0014656980765058
-3.36000033333335	0.00239130023545504
-3.34000033333336	0.00313177326644012
-3.3200003333333	0.00294665656158212
-3.30000033333334	0.00239130023545504
-3.28000033333336	0.00128057516009471
-3.26000033333335	0.0018359314862218
-3.24000033333334	0.00202105440263288
-3.22000033333336	0.0014656980765058
-3.20000033333335	0.0016508147813638
-3.18000033333334	0.0016508147813638
-3.16000033333336	9.10341750378712E-4
-3.14000033333335	3.54979212698549E-4
-3.12000033333334	-5.70619840474156E-4
-3.10000033333336	-0.00149621889364686
-3.08000033333335	-0.00131109846185701
-3.06000033333333	-0.00205157521977394
-3.04000033333335	-0.00242182105259611
-3.02000033333334	-0.00223669813618502
-3.00000033333333	-0.00279205446231211
-2.98000033333335	-0.00297717737872319
-2.96000033333334	-0.00242182105259611
-2.94000033333333	-0.00260693775745411
-2.92000033333335	-0.00334741078843919
-2.90000033333334	-0.00316229408358119
-2.88000033333333	-0.00297717737872319
-2.86000033333335	-0.00390277953767243
-2.84000033333334	-0.00371766283281443
-2.82000033333333	-0.00297717737872319
-2.80000033333334	-0.00168134181005794
-2.78000033333333	-0.00131109846185701
-2.76000033333332	-7.55739651108697E-4
-2.74000033333334	-2.00380840360382E-4
-2.72000033333333	-3.85499408684307E-4
-2.70000033333332	-7.55739651108697E-4
-2.68000033333334	-3.85499408684307E-4
-2.66000033333333	-3.85499408684307E-4
-2.64000033333332	-2.00380840360382E-4
-2.62000033333334	5.40095917556551E-4
-2.60000033333333	3.54979212698549E-4
-2.58000033333332	-2.00380840360382E-4
-2.56000033333333	3.54979212698549E-4
-2.54000033333332	1.69862507840548E-4
-2.52000033333331	-7.55739651108697E-4
-2.50000033333333	7.25218833967631E-4
-2.48000033333332	-7.55739651108697E-4
-2.46000033333331	-5.70619840474156E-4
-2.44000033333333	7.25218833967631E-4
-2.42000033333338	3.54979212698549E-4
-2.40000033333331	-2.00380840360382E-4
-2.38000033333333	-7.55739651108697E-4
-2.36000033333332	-3.85499408684307E-4
-2.34000033333331	-1.52604085705329E-5
-2.32000033333335	-3.85499408684307E-4
-2.30000033333332	-7.55739651108697E-4
-2.28000033333336	1.69862507840548E-4
-2.26000033333332	-1.52604085705329E-5
-2.24000033333331	-1.52604085705329E-5
-2.22000033333336	3.54979212698549E-4
-2.20000033333332	3.54979212698549E-4
-2.18000033333337	-3.85499408684307E-4
-2.1600003333333	-2.00380840360382E-4
-2.14000033333335	-2.00380840360382E-4
-2.12000033333337	5.40095917556551E-4
-2.1000003333333	7.25218833967631E-4
-2.08000033333335	-2.00380840360382E-4
-2.06000033333331	1.69862507840548E-4
-2.04000033333335	7.25218833967631E-4
-2.02000033333334	5.40095917556551E-4
-2.00000033333336	9.10341750378712E-4
-1.98000033333335	5.40095917556551E-4
-1.96000033333331	9.10341750378712E-4
-1.94000033333336	0.0014656980765058
-1.92000033333335	0.0014656980765058
-1.90000033333334	0.0016508147813638
-1.88000033333336	0.00202105440263288
-1.86000033333329	0.00239130023545504
-1.84000033333334	0.00220618353059704
-1.82000033333335	0.0033168961828512
-1.80000033333334	0.00294665656158212
-1.78000033333333	0.00294665656158212
-1.76000033333335	0.00368712959256721
-1.74000033333334	0.00294665656158212
-1.72000033333333	0.00387225250897829
-1.70000033333335	0.00442760883510537
-1.68000033333334	0.00387225250897829
-1.66000033333333	0.00424248591869429
-1.64000033333335	0.00572346924998294
-1.62000033333334	0.00572346924998294
-1.60000033333333	0.00590857353173478
-1.58000033333335	0.00701926133777663
-1.56000033333333	0.00831511554110112
-1.54000033333332	0.00942586546267375
-1.52000033333334	0.0101662825896811
-1.50000033333333	0.0110919282295019
-1.48000033333332	0.0129431573936127
-1.46000033333334	0.0134984702388683
-1.44000033333333	0.0144240537631583
-1.42000033333332	0.0159050122482346
-1.40000033333334	0.0173859707333109
-1.38000033333333	0.0188669292183873
-1.36000033333332	0.0207180962669673
-1.34000033333336	0.0221990547520436
-1.32000033333333	0.0234949710708989
-1.30000033333332	0.025161033837727
-1.28000033333333	0.0255313045167615
-1.26000033333332	0.0271973672835897
-1.24000033333337	0.0290485343321697
-1.22000033333333	0.029603909292956
-1.20000033333338	0.0316402427388187
-1.18000033333331	0.0318253470205705
-1.16000033333333	0.0327509305448605
-1.14000033333338	0.0334914097873987
-1.12000033333331	0.0338616183509024
-1.10000033333336	0.0338616183509024
-1.08000033333332	0.0344169933116887
-1.06000033333336	0.034046784748185
-1.04000033333335	0.032380659865826
-1.02000033333331	0.0310848677780324
-1.00000033333336	0.0292337007294523
-0.980000333333322	0.0264568880410515
-0.960000333333369	0.0223841590337954
-0.940000333333359	0.0175710750150628
-0.92000033333332	0.0131282616753646
-0.900000333333367	0.00701926133777663
-0.8800003333333	-1.52604085705329E-5
-0.860000333333346	-0.00853074063999402
-0.840000333333364	-0.0201933042388528
-0.820000333333354	-0.0318558678377116
-0.800000333333344	-0.0442587864480469
-0.780000333333362	-0.0599940790541618
-0.760000333333352	-0.0770249152859472
-0.740000333333342	-0.0960925197723108
